 2     0    -1.08262668355E-003    0.00000000000E+000
 3     0     2.53265648533E-006    0.00000000000E+000
 4     0     1.61962159137E-006    0.00000000000E+000
 5     0     2.27296082869E-007    0.00000000000E+000
 6     0    -5.40681239107E-007    0.00000000000E+000
 7     0     3.52359908418E-007    0.00000000000E+000
 8     0     2.04799466985E-007    0.00000000000E+000
 9     0     1.20616967365E-007    0.00000000000E+000
10     0     2.41145438626E-007    0.00000000000E+000
11     0    -2.44402148325E-007    0.00000000000E+000
12     0     1.88626318279E-007    0.00000000000E+000
13     0     2.19788001661E-007    0.00000000000E+000
14     0    -1.30744533118E-007    0.00000000000E+000
15     0     8.23528409456E-009    0.00000000000E+000
16     0    -1.81139265112E-008    0.00000000000E+000
17     0     1.16904733834E-007    0.00000000000E+000
18     0     3.09424678746E-008    0.00000000000E+000
 2     1    -2.41400000000E-010    1.54310000000E-009
 3     1     2.19263852917E-006    2.68424890297E-007
 4     1    -5.08799360404E-007   -4.49144872839E-007
 5     1    -5.31803015008E-008   -8.08586947661E-008
 6     1    -5.98656698653E-008    2.06841175080E-008
 7     1     2.04845995321E-007    6.98503096431E-008
 8     1     1.60403959802E-008    4.05480289973E-008
 9     1     9.31712333940E-008    1.40896376080E-008
10     1     5.16030047286E-008   -8.11410140026E-008
11     1     8.95449118833E-009   -1.58564025342E-008
12     1    -3.06085607400E-008   -2.46652822451E-008
13     1    -2.79743869669E-008    2.12712874033E-008
14     1    -9.82591637230E-009    1.54901114269E-008
15     1     5.12418911018E-009    5.57938100506E-009
16     1     1.27266538191E-008    1.60312924479E-008
17     1    -1.21569754292E-008   -1.46657304978E-008
18     1     3.35426498526E-009   -1.80814609534E-008
 2     2     1.57446037456E-006   -9.03803806639E-007
 3     2     3.08989206881E-007   -2.11437612437E-007
 4     2     7.84175859844E-008    1.48177868296E-007
 5     2     1.05587168391E-007   -5.23291936216E-008
 6     2     5.99291238544E-009   -4.64930357082E-008
 7     2     3.28432702681E-008    9.26967113808E-009
 8     2     6.59520391291E-009    5.37301949211E-009
 9     2     1.53973452620E-009   -2.23177405361E-009
10     2    -5.60348352870E-009   -3.06683731148E-009
11     2     9.64619099851E-010   -5.12931943745E-009
12     2     6.52283734011E-010    1.46431603702E-009
13     2     2.27041797670E-009   -2.54698406310E-009
14     2    -1.34020695100E-009   -1.88311944815E-010
15     2    -7.04853993245E-010   -1.01774872643E-009
16     2    -7.00504940520E-010    8.65768669173E-010
17     2    -5.37628708503E-010    1.78104176838E-010
18     2     3.54769923960E-010    2.52504297381E-010
 3     3     1.00548778064E-007    1.97222559006E-007
 4     3     5.92099402629E-008   -1.20077667634E-008
 5     3    -1.49300637492E-008   -7.09734236890E-009
 6     3     1.18542072651E-009    1.87163685038E-010
 7     3     3.52709151564E-009   -3.05943880493E-009
 8     3    -1.93988888910E-010   -8.72954588512E-010
 9     3    -1.21536485387E-009   -5.60998446571E-010
10     3    -4.02237709503E-011   -8.96536677721E-010
11     3    -1.42927655996E-010   -6.83255779765E-010
12     3     1.46760231968E-010    9.09866579240E-011
13     3    -6.71317353907E-011    2.98330187649E-010
14     3     9.15589748728E-011    5.22039290419E-011
15     3     1.12294621015E-010    3.72366875950E-011
16     3    -6.17631169889E-011   -4.05148112052E-011
17     3     8.93438669245E-012    1.07431107471E-011
18     3    -6.98072934348E-012   -6.75548603368E-012
 4     4    -3.98407411766E-009    6.52571425370E-009
 5     4    -2.29930029013E-009    3.86712335851E-010
 6     4    -3.26361778052E-010   -1.78450285009E-009
 7     4    -5.84213577004E-010   -2.62893842693E-010
 8     4    -3.19251713793E-010    9.13943149290E-011
 9     4    -7.70320133653E-012    1.66584314948E-011
10     4    -4.95177735070E-011   -4.66932158351E-011
11     4    -1.64036789342E-011   -2.68075043734E-011
12     4    -2.13223035727E-011    1.28845256792E-012
13     4    -7.36453471068E-013   -2.80786695100E-012
14     4     3.33369242651E-013   -4.11179002907E-012
15     4    -5.82165256749E-012    9.27377306683E-013
16     4     4.58612357690E-012    5.51541075374E-012
17     4     6.53457454914E-013    2.30398232506E-012
18     4     4.15736963442E-012   -1.02477607090E-013
 5     5     4.30822462052E-010   -1.64818262628E-009
 6     5    -2.15594106912E-010   -4.32981337157E-010
 7     5     6.85778101138E-013    6.27778171919E-012
 8     5    -4.62183965776E-012    1.61353295979E-011
 9     5    -1.69954644682E-012   -5.53453788475E-012
10     5    -3.06309899321E-012   -3.13743770082E-012
11     5     1.50332378516E-012    1.96838066166E-012
12     5     8.23572701599E-013    2.08290994596E-013
13     5     1.08811551013E-012    1.22628827358E-012
14     5     3.77964272111E-013   -2.15565928866E-013
15     5     1.20143889493E-013    7.77370811272E-014
16     5    -9.29938317397E-014   -2.29399477997E-014
17     5    -8.46504935796E-014    3.60489253652E-014
18     5     2.31660539408E-014    1.11601347339E-013
 6     6     2.25434970831E-012   -5.52609366454E-011
 7     6    -2.49081643524E-011    1.05356930350E-011
 8     6    -1.83592365939E-012    8.63661946419E-012
 9     6     8.27837203892E-013    2.94330017500E-012
10     6    -2.60900996402E-013   -5.52270498939E-013
11     6    -4.67520166640E-015    1.35820156602E-013
12     6     8.09843399611E-015    9.28981169975E-014
13     6    -5.37038402065E-014   -9.83140666558E-015
14     6    -1.90996003048E-014    2.42978617870E-015
15     6     2.19791554985E-014   -2.44367501550E-014
16     6     6.47350929126E-015   -1.61912548009E-014
17     6    -3.88575256703E-015   -9.52652578182E-015
18     6     3.50331212815E-015   -3.26112101389E-015
 7     7     2.02544296663E-014    4.53404227180E-013
 8     7     3.43070290804E-013    3.81123970281E-013
 9     7    -2.25592760009E-013   -1.83947129374E-013
10     7     6.83019997161E-015   -2.83346835809E-015
11     7     1.70904170105E-015   -3.73003245441E-014
12     7    -4.15107667971E-015    7.90931968551E-015
13     7     3.19834292288E-016   -7.85636339163E-016
14     7     2.83656685174E-015   -3.15643361427E-016
15     7     2.81172327299E-015    2.50815727119E-016
16     7    -2.15621751042E-016   -2.68329714165E-016
17     7     4.89961145096E-016   -8.54318009249E-017
18     7     9.32603389486E-017    9.50218985427E-017
 8     8    -1.58188595911E-013    1.53651294804E-013
 9     8     6.15915977094E-014   -1.00856971152E-015
10     8     4.63817276806E-015   -1.05231478979E-014
11     8    -2.85040573661E-016    1.16219383473E-015
12     8    -5.63595563134E-016    3.76133302422E-016
13     8    -1.10722451802E-016   -1.17958445498E-016
14     8    -2.13913329197E-016   -9.35725610164E-017
15     8    -1.12097926528E-016    7.70165143597E-017
16     8    -4.32877373636E-017    1.03659054429E-017
17     8     4.97088810946E-017    4.59289071440E-018
18     8     2.51016466661E-017    3.40945628653E-018
 9     9    -3.67851284406E-015    7.44533053689E-015
10     9     2.33179879648E-015   -6.99618084911E-016
11     9    -1.93232749399E-016    2.56879338156E-016
12     9     1.02472295501E-016    6.12323874078E-017
13     9     2.65575848401E-017    4.86287505910E-017
14     9     1.66185804191E-017    1.49851811098E-017
15     9     3.45450289384E-018    1.00755629559E-017
16     9    -3.20104769293E-018   -5.78462416534E-018
17     9     3.19029551767E-019   -2.35465435843E-018
18     9    -9.35943426243E-019    1.82898829887E-018
10    10     4.17729666031E-016   -9.97796839051E-017
