11    10    -4.95199098707E-017   -1.73989229527E-017
12    10    -1.84220438686E-018    9.19807581236E-018
13    10     4.59359711887E-018   -4.12112624533E-018
14    10     1.84883350015E-018   -6.83531529143E-020
15    10     2.29278603928E-019    3.22430988955E-019
16    10    -1.27578376792E-019    1.23976352095E-019
17    10    -2.20976667073E-020    1.03213899638E-019
18    10     1.65027866344E-020   -1.45806513981E-020
11    11     9.31276255536E-018   -1.40934699551E-017
12    11     4.94768302621E-019   -2.80557606668E-019
13    11    -5.85618139105E-019   -6.28679154773E-020
14    11     7.29296869220E-020   -1.84987078369E-019
15    11    -2.14510301950E-021    3.47665347169E-020
16    11     1.59971984994E-020   -2.58550775122E-021
17    11    -6.39778765066E-021    4.33253136653E-021
18    11    -1.49852336509E-021    4.00936288588E-022
12    12    -2.24005907480E-020   -1.00345663956E-019
13    12    -5.83302524184E-020    1.63896334118E-019
14    12     4.50948812735E-021   -1.66969263600E-020
15    12    -5.98789706647E-021    2.86940859053E-021
16    12     1.40841994994E-021    4.80753346552E-022
17    12     8.87732949972E-022    6.27087606450E-022
18    12    -4.21565620398E-022   -2.33137626984E-022
13    13    -2.24221605189E-020    2.50751587870E-020
14    13     2.35113058928E-021    3.29808827590E-021
15    13    -5.72606576709E-022   -8.51180398630E-023
16    13     9.24857487979E-023    6.87828957916E-024
17    13     4.16515906010E-023    5.15078657194E-023
18    13    -6.52528851849E-024   -3.62037639718E-023
14    14    -7.15805237931E-022   -6.64118935541E-023
15    14     1.37478590052E-023   -6.45469819083E-023
16    14    -1.36277439706E-023   -2.72421239051E-023
17    14    -3.20887484190E-024    2.59785720343E-024
18    14    -6.70063043830E-025   -1.05681777526E-024
15    15    -9.23083959625E-024   -2.27779823285E-024
16    15    -1.30039506134E-024   -2.93357299073E-024
17    15     1.25042555649E-025    1.22853564611E-025
18    15    -2.89605846140E-025   -1.44933989407E-025
16    16    -6.01304333012E-025    4.78537983415E-026
17    16    -8.57436387018E-026    1.03727472119E-026
18    16     7.37344550036E-027    4.68336419721E-027
17    17    -1.67059354182E-026   -9.66670674264E-027
18    17     3.03611052385E-028    3.79176249088E-028
18    18     4.40547267680E-029   -1.55013604884E-028
